uid,proto,service,duration,orig_bytes,resp_bytes,conn_state,orig_pkts,resp_pkts,label,attack_type
C007775,tcp,ssl,12.5128,9394,30162,SF,14,11,0,benign
C007776,tcp,-,0.04933,0,0,S0,1,0,1,ddos
C007777,tcp,ssl,3.7039,7290,80765,SF,15,29,0,benign
C007778,tcp,http,2.3578,20900,9506,SF,25,7,0,benign
C007779,tcp,-,4.7438,11400,4548,SF,15,6,0,benign
C007780,icmp,-,2.4184,923,3822,SF,13,13,0,benign
C007781,tcp,ssl,5.9805,18744,3657,SF,22,3,0,benign
C007782,tcp,ssl,9.2816,3501,2272,SF,9,8,0,benign
C007783,tcp,ssh,2.4287,288,351,SF,6,9,1,bruteforce
C007784,udp,dns,10.2336,4925,1336,SF,5,4,0,benign
C007785,tcp,http,2.2443,6840,15930,SF,12,15,0,benign
C007786,tcp,ssl,1.5677,1324,14616,SF,4,12,0,benign
C007787,udp,dns,3.9312,2004,20787,SF,3,13,0,benign
C007788,tcp,ssh,3.0671,568,343,SF,8,7,1,bruteforce
C007789,udp,dns,9.3924,1425,15020,SF,5,20,0,benign
C007790,udp,dns,0.2899,5514,4074,RSTO,6,3,0,benign
C007791,tcp,-,0.00264,0,0,S0,1,1,1,portscan
C007792,tcp,-,0.00633,0,0,S0,1,0,1,portscan
C007793,udp,dns,3.1028,3776,13728,SF,8,11,0,benign
C007794,udp,dns,1.993,2276,13398,SF,4,11,0,benign
C007795,tcp,ssl,12.1595,7216,17628,SF,8,6,0,benign
C007796,tcp,http,3.681,1542,3808,SF,6,8,0,benign
C007797,tcp,ssl,3.8028,6741,23780,SF,9,29,0,benign
C007798,tcp,-,0.00471,0,0,S0,1,0,1,portscan
C007799,tcp,ssl,0.2066,4272,23864,SF,8,8,0,benign
C007800,tcp,ssh,3.0215,430,198,SF,10,6,1,bruteforce
C007801,tcp,-,0.00287,0,0,S0,1,0,1,portscan
C007802,tcp,ssl,0.9968,6648,8307,SF,12,3,0,benign
C007803,tcp,ssl,20.9119,6304,13550,SF,8,5,0,benign
C007804,tcp,ssh,1.9243,342,495,SF,6,9,1,bruteforce
C007805,icmp,-,3.7238,532,16160,REJ,4,8,0,benign
C007806,tcp,-,0.00322,0,0,S0,1,0,1,portscan
C007807,tcp,http,2.2189,2202,19866,S1,3,7,0,benign
C007808,udp,dns,5.1362,7760,29988,SF,8,14,0,benign
C007809,tcp,-,0.01037,0,0,S0,1,0,1,ddos
C007810,tcp,http,1.3434,2688,12265,SF,7,5,0,benign
C007811,tcp,ssl,0.6582,2520,11915,SF,9,5,0,benign
C007812,tcp,http,12.4615,6105,30888,SF,11,11,0,benign
C007813,udp,dns,3.7231,3211,41684,SF,13,17,0,benign
C007814,tcp,http,1.4936,6856,46240,SF,8,16,0,benign
C007815,tcp,ssh,2.6852,525,260,SF,7,5,1,bruteforce
C007816,udp,dns,4.1846,3474,7424,SF,9,16,0,benign
C007817,tcp,-,0.00033,0,0,S0,1,1,1,portscan
C007818,udp,dns,2.0857,3060,6190,SF,10,10,0,benign
C007819,tcp,http,1.7514,5551,19950,SF,7,10,0,benign
C007820,tcp,-,0.00845,0,0,S0,1,0,1,portscan
C007821,tcp,http,3.0942,5688,22455,SF,6,9,0,benign
C007822,tcp,-,0.0135,0,0,S0,1,0,1,ddos
C007823,tcp,-,0.00011,0,0,S0,1,0,1,portscan
C007824,tcp,http,5.8651,5766,30816,SF,6,24,0,benign
C007825,tcp,ssl,0.1809,5240,18522,SF,20,9,0,benign
C007826,udp,dns,2.2297,1611,7882,SF,9,14,0,benign
C007827,tcp,ssh,1.7656,2511,2736,SF,9,6,0,benign
C007828,tcp,-,2.9982,13356,2475,SF,18,5,0,benign
C007829,tcp,http,9.7658,15872,26852,SF,32,14,0,benign
C007830,tcp,http,2.0928,581,10152,SF,7,18,0,benign
C007831,udp,dns,8.6933,3624,18774,SF,4,14,0,benign
C007832,tcp,http,7.7076,1960,6784,SF,2,4,0,benign
C007833,tcp,ftp,2.0962,630,378,SF,10,7,1,bruteforce
C007834,tcp,ssh,2.5312,1140,14886,SF,15,9,0,benign
C007835,udp,dns,1.2073,11544,15066,SF,13,6,0,benign
C007836,tcp,ssh,1.4994,366,320,SF,6,8,1,bruteforce
C007837,tcp,ssl,1.6096,5016,131824,SF,6,56,0,benign
C007838,udp,dns,0.3988,13107,7695,SF,17,19,0,benign
C007839,tcp,http,4.2017,4105,56980,SF,5,20,0,benign
C007840,tcp,-,7.5664,1624,15012,REJ,4,18,0,benign
C007841,tcp,-,5.0415,2750,22752,SF,5,16,0,benign
C007842,tcp,http,2.6742,1416,11259,SF,3,9,0,benign
C007843,tcp,ssh,2.5678,520,414,SF,8,9,1,bruteforce
C007844,tcp,ssl,0.6711,8085,81660,SF,11,30,0,benign
C007845,tcp,ssl,13.6564,2845,3830,SF,5,5,0,benign
C007846,tcp,-,0.00629,0,0,S0,1,0,1,ddos
C007847,udp,dns,12.0388,6192,5820,SF,8,5,0,benign
C007848,tcp,-,0.00941,0,0,S0,1,1,1,portscan
C007849,tcp,ftp,2.0585,420,336,SF,6,7,1,bruteforce
C007850,tcp,-,1.4425,4900,4552,SF,5,2,0,benign
C007851,tcp,ssh,3.0221,343,235,SF,7,5,1,bruteforce
C007852,udp,dns,4.2395,5252,25424,SF,13,14,0,benign
C007853,tcp,ssh,1.8098,3262,40306,SF,7,14,0,benign
C007854,tcp,ssl,2.093,820,131340,SF,4,55,0,benign
C007855,tcp,-,0.00773,0,0,REJ,1,1,1,portscan
C007856,tcp,-,0.04617,0,0,S0,2,0,1,ddos
C007857,tcp,http,1.4702,5654,11072,SF,11,4,0,benign
C007858,tcp,ftp,2.026,400,294,SF,10,6,1,bruteforce
C007859,tcp,-,0.0105,0,0,S0,2,0,1,ddos
C007860,tcp,http,1.1641,2976,14340,SF,12,5,0,benign
C007861,udp,dns,4.6842,6894,1336,SF,9,8,0,benign
C007862,tcp,ssh,15.4541,10736,7413,SF,16,3,0,benign
C007863,tcp,http,3.6258,2544,62408,SF,4,29,0,benign
C007864,tcp,http,1.2835,3552,13188,SF,4,7,0,benign
C007865,tcp,-,2.9189,2160,1365,SF,5,5,0,benign
C007866,icmp,-,1.5851,3784,4752,SF,8,9,0,benign
C007867,tcp,-,0.00468,0,0,S0,1,0,1,portscan
C007868,tcp,http,3.6835,9954,5220,SF,14,5,0,benign
C007869,tcp,-,6.1514,470,14625,SF,5,9,0,benign
C007870,tcp,-,0.00711,0,0,S0,1,0,1,portscan
C007871,tcp,ftp,2.3318,432,378,SF,6,7,1,bruteforce
C007872,tcp,-,3.5841,6034,615,SF,7,5,0,benign
C007873,tcp,-,0.00345,0,0,REJ,1,0,1,portscan
C007874,tcp,-,0.00468,0,0,S0,1,0,1,portscan
C007875,tcp,http,1.5153,2048,6181,SF,4,7,0,benign
C007876,tcp,-,4.9895,4640,91328,SF,5,32,0,benign
C007877,tcp,-,0.00896,0,0,S0,1,1,1,portscan
C007878,udp,dns,3.0348,2184,27225,SF,7,15,0,benign
C007879,tcp,-,0.03277,0,0,S0,2,0,1,ddos
C007880,tcp,http,4.5474,3090,10382,SF,6,29,0,benign
C007881,tcp,-,0.00718,0,0,REJ,1,0,1,portscan
C007882,tcp,ssh,6.0886,3972,3078,SF,4,9,0,benign
C007883,tcp,ssh,2.3459,539,472,SF,7,8,1,bruteforce
C007884,tcp,ftp,3.8899,420,287,SF,6,7,1,bruteforce
C007885,tcp,ssh,3.6382,432,210,SF,9,7,1,bruteforce
C007886,udp,dns,5.6961,3122,17104,SF,7,16,0,benign
C007887,tcp,-,0.03939,0,0,S0,1,0,1,ddos
C007888,tcp,http,1.1365,3210,17982,SF,10,6,0,benign
C007889,udp,dns,12.2808,1573,7383,SF,11,23,0,benign
C007890,tcp,http,2.2354,5970,7290,SF,6,9,0,benign
C007891,tcp,ssl,8.5385,5751,4550,SF,9,13,0,benign
C007892,tcp,-,0.01219,0,0,S0,2,0,1,ddos
C007893,tcp,-,0.02815,0,0,S0,1,0,1,ddos
C007894,tcp,-,0.00472,0,0,S0,1,0,1,portscan
C007895,tcp,ssh,1.0713,474,180,SF,6,5,1,bruteforce
C007896,tcp,ssl,1.7917,10140,32832,SF,15,16,0,benign
C007897,tcp,-,0.00957,0,0,S0,1,0,1,portscan
C007898,tcp,-,0.03399,0,0,S0,2,0,1,ddos
C007899,tcp,ssh,1.8415,4176,8115,SF,9,3,0,benign
C007900,tcp,-,6.2291,530,9775,SF,2,5,0,benign
C007901,tcp,ssl,3.5611,2070,4518,SF,10,9,0,benign
C007902,tcp,ssh,2.807,8723,10725,RSTO,11,5,0,benign
C007903,tcp,ssl,1.07,5316,12117,SF,6,7,0,benign
C007904,udp,dns,12.5333,1728,10746,SF,4,9,0,benign
C007905,tcp,ssl,12.3871,5346,41460,SF,9,20,0,benign
C007906,tcp,-,2.6351,955,53086,SF,5,19,0,benign
C007907,tcp,ssh,6.4409,1800,37056,REJ,12,16,0,benign
C007908,tcp,-,4.0073,1944,7450,SF,12,10,0,benign
C007909,tcp,-,8.979,1948,8334,SF,4,6,0,benign
C007910,tcp,http,10.4365,3932,15090,SF,4,6,0,benign
C007911,icmp,-,1.8566,2109,8132,SF,19,19,0,benign
C007912,tcp,ssl,0.9601,2493,29900,SF,9,13,0,benign
C007913,icmp,-,4.5987,9482,17442,SF,22,6,0,benign
C007914,tcp,http,2.8338,4608,28699,SF,6,11,0,benign
C007915,tcp,ftp,2.6925,546,522,SF,7,9,1,bruteforce
C007916,udp,-,0.03114,0,0,S0,1,0,1,ddos
C007917,tcp,http,2.9747,3668,14080,SF,14,11,0,benign
C007918,tcp,-,0.00222,0,0,S0,1,0,1,portscan
C007919,udp,dns,3.301,14168,18369,SF,22,13,0,benign
C007920,tcp,ssh,2.1759,459,399,SF,9,7,1,bruteforce
C007921,tcp,http,0.9873,14000,86160,SF,20,30,0,benign
C007922,tcp,-,0.00451,0,0,S0,1,0,1,portscan
C007923,tcp,http,3.3265,7735,20349,SF,17,7,0,benign
C007924,tcp,ssh,2.9973,780,368,SF,10,8,1,bruteforce
C007925,tcp,-,4.2454,664,45339,SF,8,21,0,benign
C007926,tcp,-,0.00577,0,0,S0,1,0,1,portscan
C007927,tcp,-,8.6525,1355,8188,SF,5,4,0,benign
C007928,udp,dns,3.1864,3024,6364,SF,7,4,0,benign
C007929,tcp,ssl,3.3735,10400,3240,SF,13,5,0,benign
C007930,tcp,ssl,4.0292,12656,4708,SF,14,22,0,benign
C007931,tcp,ssh,1.8112,5844,1212,SF,12,4,0,benign
C007932,tcp,-,0.00675,0,0,REJ,1,0,1,portscan
C007933,tcp,-,11.8493,495,5752,SF,3,8,0,benign
C007934,tcp,-,0.00077,0,0,S0,1,0,1,portscan
C007935,tcp,http,2.488,3685,31764,SF,11,12,0,benign
C007936,tcp,ssl,4.8322,1208,19740,SF,8,7,0,benign
C007937,tcp,ssh,2.4216,630,384,SF,10,8,1,bruteforce
C007938,tcp,ssh,1.8559,730,318,SF,10,6,1,bruteforce
C007939,tcp,-,0.00129,0,0,S0,1,0,1,portscan
C007940,tcp,ftp,1.5447,324,387,SF,6,9,1,bruteforce
C007941,tcp,ssh,3.4323,660,416,SF,10,8,1,bruteforce
C007942,tcp,-,0.01621,0,0,S0,2,0,1,ddos
C007943,tcp,http,5.9939,975,83721,SF,13,33,0,benign
C007944,udp,dns,5.4676,5005,9104,SF,7,4,0,benign
C007945,tcp,http,2.6399,6156,7378,SF,18,17,0,benign
C007946,tcp,ssh,10.6967,14220,38649,SF,15,13,0,benign
C007947,tcp,http,2.6137,5706,10144,SF,6,4,0,benign
C007948,udp,dns,1.1647,344,2552,S1,4,2,0,benign
C007949,tcp,http,5.5587,972,14465,SF,6,11,0,benign
C007950,udp,dns,2.8271,2856,8710,SF,4,13,0,benign
C007951,tcp,http,2.212,4151,12240,SF,7,6,0,benign
C007952,tcp,-,0.00195,0,0,S0,2,0,1,ddos
C007953,tcp,ssl,1.2699,4970,7676,SF,5,4,0,benign
C007954,tcp,-,0.00919,0,0,S0,1,0,1,portscan
C007955,udp,-,0.01906,0,0,S0,2,0,1,ddos
C007956,tcp,http,2.1437,2780,19220,SF,5,10,0,benign
C007957,tcp,ssl,2.0507,6919,34605,SF,11,45,0,benign
C007958,tcp,http,3.2333,1008,11682,SF,7,6,0,benign
C007959,tcp,-,0.00646,0,0,S0,2,0,1,ddos
C007960,tcp,-,0.01943,0,0,S0,1,0,1,ddos
C007961,tcp,-,6.7091,2990,80939,SF,10,29,0,benign
C007962,tcp,http,10.1948,7944,1308,SF,8,2,0,benign
C007963,udp,dns,2.3109,380,28042,SF,5,14,0,benign
C007964,udp,dns,2.9459,11690,13640,SF,14,5,0,benign
C007965,tcp,-,0.00231,0,0,S0,1,0,1,portscan
C007966,udp,dns,7.3805,819,25317,SF,3,9,0,benign
C007967,tcp,ssl,4.0496,7392,23584,SF,8,8,0,benign
C007968,tcp,ssl,3.1912,2597,315,RSTO,7,3,0,benign
C007969,tcp,ssl,6.5672,2334,39797,SF,3,17,0,benign
C007970,tcp,http,14.3365,2752,20119,SF,16,11,0,benign
C007971,tcp,-,0.00441,0,0,S0,1,0,1,portscan
C007972,tcp,ssl,6.6526,13132,19670,SF,14,14,0,benign
C007973,tcp,http,1.853,4995,7026,SF,15,6,0,benign
C007974,tcp,http,8.7441,9178,22620,S1,13,15,0,benign
C007975,udp,dns,2.1312,2905,13100,SF,5,10,0,benign
C007976,tcp,-,5.1471,7512,32582,SF,8,11,0,benign
C007977,tcp,http,11.8264,23192,21336,SF,26,12,0,benign
C007978,tcp,-,0.0288,0,0,S0,1,0,1,ddos
C007979,tcp,-,0.00634,0,0,S0,1,0,1,ddos
C007980,tcp,ssh,2.329,2758,7880,SF,7,4,0,benign
C007981,tcp,-,0.03538,0,0,S0,1,0,1,ddos
C007982,tcp,-,0.00928,0,0,S0,2,0,1,ddos
C007983,tcp,http,4.563,4440,16272,SF,6,6,0,benign
C007984,tcp,ssl,19.0317,3159,11500,SF,9,5,0,benign
C007985,udp,dns,3.5115,3850,127395,SF,10,45,0,benign
C007986,tcp,-,0.00531,0,0,S0,1,0,1,portscan
C007987,tcp,ssh,3.596,710,220,SF,10,5,1,bruteforce
C007988,tcp,ssh,2.571,2205,1667,S1,9,1,0,benign
C007989,tcp,ssl,6.5154,4585,55157,SF,5,19,0,benign
C007990,tcp,http,3.9526,1292,4800,SF,4,3,0,benign
C007991,tcp,ssl,4.8538,721,11242,SF,7,7,0,benign
C007992,tcp,-,2.1206,6426,17226,SF,7,11,0,benign
C007993,tcp,ssl,32.6541,12780,19026,SF,18,7,0,benign
C007994,tcp,http,11.5269,1284,7570,SF,6,5,0,benign
C007995,icmp,-,3.9542,1602,191840,SF,18,80,0,benign
C007996,udp,dns,9.4739,4194,7733,SF,9,11,0,benign
C007997,tcp,-,0.04579,0,0,S0,1,0,1,ddos
C007998,tcp,http,2.0789,7910,876,SF,14,3,0,benign
C007999,tcp,ssl,1.8958,1377,24770,SF,9,10,0,benign
C008000,tcp,-,5.7648,640,14676,SF,5,6,0,benign
C008001,tcp,-,0.02118,0,0,S0,2,0,1,ddos
C008002,tcp,http,10.8497,8670,53010,SF,10,18,0,benign
C008003,tcp,ssl,1.0743,5010,17880,REJ,15,8,0,benign
C008004,tcp,http,2.2586,1520,17796,SF,2,6,0,benign
C008005,tcp,http,4.2904,4310,6755,SF,5,5,0,benign
C008006,tcp,ssl,2.1991,13608,36279,SF,14,29,0,benign
C008007,tcp,ssl,10.6134,1875,23568,SF,15,16,0,benign
C008008,tcp,http,1.5544,5658,26270,S1,6,10,0,benign
C008009,udp,dns,8.6932,6416,16434,SF,8,6,0,benign
C008010,tcp,ssl,1.6734,6292,14536,SF,11,8,0,benign
C008011,tcp,-,4.1912,3720,5694,S1,12,13,0,benign
C008012,tcp,ssl,11.2452,1267,25441,S1,7,13,0,benign
C008013,tcp,ssl,6.9055,5016,26433,SF,6,9,0,benign
C008014,tcp,ssl,8.2371,1190,16226,SF,5,7,0,benign
C008015,tcp,http,4.2842,1680,6192,SF,2,43,0,benign
C008016,tcp,ssl,1.3479,5400,2796,SF,18,12,0,benign
C008017,tcp,ssl,2.641,3609,4290,SF,9,26,0,benign
C008018,tcp,ssl,4.8411,8919,22875,SF,9,15,0,benign
C008019,tcp,-,5e-05,0,0,REJ,1,0,1,portscan
C008020,tcp,ssl,7.8193,696,11515,SF,6,5,0,benign
C008021,tcp,ssh,2.7055,470,282,SF,10,6,1,bruteforce
C008022,tcp,-,3.4455,9504,6876,RSTO,11,12,0,benign
C008023,tcp,ssl,0.5204,1032,3160,SF,6,5,0,benign
C008024,tcp,http,1.6035,1785,58050,SF,5,50,0,benign
C008025,tcp,-,0.03745,0,0,S0,2,0,1,ddos
C008026,udp,dns,5.115,2110,8184,SF,10,3,0,benign
C008027,tcp,-,0.01978,0,0,S0,1,0,1,ddos
C008028,tcp,-,0.00214,0,0,S0,1,1,1,portscan
C008029,tcp,ssl,2.1362,3776,4320,SF,8,9,0,benign
C008030,udp,dns,4.2024,16606,2033,SF,23,19,0,benign
C008031,tcp,-,0.00217,0,0,S0,1,0,1,portscan
C008032,tcp,-,5.7838,12961,13041,SF,13,7,0,benign
C008033,icmp,-,1.8936,2058,24878,SF,6,14,0,benign
C008034,tcp,http,5.6398,7280,5472,SF,13,12,0,benign
C008035,udp,dns,0.8126,750,40250,SF,10,14,0,benign
C008036,tcp,-,0.00171,0,0,S0,1,1,1,portscan
C008037,tcp,http,1.6147,1206,16506,SF,3,9,0,benign
C008038,tcp,http,3.3646,10322,7293,SF,13,33,0,benign
C008039,udp,dns,1.0788,4614,16491,SF,6,23,0,benign
C008040,tcp,http,2.0378,4984,1888,SF,8,16,0,benign
C008041,tcp,ssl,4.1267,2592,1448,SF,6,8,0,benign
C008042,tcp,ssh,1.3615,1862,7809,SF,7,19,0,benign
C008043,tcp,ssl,9.4909,2670,1110,SF,6,3,0,benign
C008044,tcp,-,5.482,3663,6244,SF,9,4,0,benign
C008045,tcp,ssl,5.0609,6080,9412,SF,8,4,0,benign
C008046,tcp,ssl,3.7685,1251,1936,SF,3,4,0,benign
C008047,tcp,-,0.8039,2013,5971,SF,11,7,0,benign
C008048,tcp,-,0.0001,0,0,REJ,1,0,1,portscan
C008049,tcp,-,0.04408,0,0,S0,1,0,1,ddos
C008050,tcp,-,0.00873,0,0,S0,1,1,1,portscan
C008051,tcp,http,2.7607,3555,12616,S1,9,19,0,benign
C008052,tcp,-,0.04732,0,0,S0,2,0,1,ddos
C008053,tcp,-,0.00598,0,0,S0,1,0,1,portscan
C008054,tcp,-,0.04385,0,0,S0,2,0,1,ddos
C008055,tcp,ssh,2.9682,390,344,SF,6,8,1,bruteforce
C008056,tcp,-,0.00494,0,0,REJ,1,0,1,portscan
C008057,tcp,-,0.01624,0,0,S0,2,0,1,ddos
C008058,tcp,http,4.0068,3272,25531,SF,8,11,0,benign
C008059,tcp,-,0.0447,0,0,S0,2,0,1,ddos
C008060,udp,dns,2.3683,420,11200,SF,7,16,0,benign
C008061,tcp,-,0.01975,0,0,S0,2,0,1,ddos
C008062,icmp,-,1.9797,2732,26360,SF,4,20,0,benign
C008063,icmp,-,9.1602,3630,5424,SF,10,4,0,benign
C008064,tcp,-,0.00405,0,0,S0,1,0,1,ddos
C008065,udp,dns,1.2635,11592,16997,SF,12,23,0,benign
C008066,tcp,http,5.1475,7624,13728,SF,8,13,0,benign
C008067,tcp,-,0.00836,0,0,S0,1,0,1,portscan
C008068,tcp,-,0.04979,0,0,S0,2,0,1,ddos
C008069,tcp,http,7.6869,1330,23256,SF,5,19,0,benign
C008070,udp,dns,6.3763,1872,8424,REJ,9,3,0,benign
C008071,tcp,http,5.52,6748,3101,SF,7,7,0,benign
C008072,tcp,ssl,4.2325,13158,37746,S1,17,18,0,benign
C008073,tcp,ssh,0.9045,1314,3012,SF,9,4,0,benign
C008074,udp,dns,5.2358,7344,15057,SF,8,7,0,benign
C008075,tcp,ssh,7.6248,3933,11493,SF,9,9,0,benign
C008076,tcp,-,0.00576,0,0,S0,1,1,1,portscan
C008077,tcp,http,2.3577,4230,21840,S1,9,13,0,benign
C008078,tcp,-,0.00214,0,0,S0,1,0,1,portscan
C008079,udp,dns,4.3191,8630,2930,SF,10,5,0,benign
C008080,tcp,ftp,3.9043,759,230,SF,11,5,1,bruteforce
C008081,udp,dns,2.4266,3985,11144,SF,5,4,0,benign
C008082,tcp,ssh,9.1745,3965,16736,REJ,5,16,0,benign
C008083,tcp,ssl,2.9729,2985,8748,SF,15,3,0,benign
C008084,tcp,-,0.0058,0,0,S0,1,0,1,portscan
C008085,udp,-,0.03897,0,0,S0,1,0,1,ddos
C008086,tcp,ssl,3.4465,2307,2715,REJ,3,15,0,benign
C008087,udp,dns,1.1099,12960,25590,SF,16,10,0,benign
C008088,udp,-,0.03441,0,0,S0,1,0,1,ddos
C008089,tcp,-,0.0023,0,0,S0,1,0,1,portscan
C008090,tcp,ssl,2.9756,5364,37980,SF,12,15,0,benign
C008091,tcp,-,0.00235,0,0,REJ,1,0,1,portscan
C008092,tcp,ssh,2.3994,280,215,SF,7,5,1,bruteforce
C008093,udp,dns,1.8764,4688,7152,SF,8,8,0,benign
C008094,tcp,-,0.0473,0,0,S0,1,0,1,ddos
C008095,tcp,-,18.8442,1785,7683,SF,7,3,0,benign
C008096,tcp,-,0.00457,0,0,S0,1,0,1,portscan
C008097,tcp,-,0.00478,0,0,S0,1,0,1,portscan
C008098,tcp,-,0.00532,0,0,REJ,1,0,1,portscan
C008099,tcp,-,0.00736,0,0,S0,1,1,1,portscan
C008100,tcp,-,0.01115,0,0,S0,1,0,1,ddos
C008101,tcp,http,4.1354,7504,52466,SF,8,37,0,benign
C008102,tcp,-,9.0529,4100,12843,SF,5,9,0,benign
C008103,tcp,ssh,2.6773,387,270,SF,9,6,1,bruteforce
C008104,tcp,ssh,1.9956,781,329,SF,11,7,1,bruteforce
C008105,tcp,ssl,1.6981,13104,56092,S1,14,74,0,benign
C008106,tcp,ssl,7.7966,3810,19393,SF,6,11,0,benign
C008107,tcp,http,7.3708,3240,8256,SF,15,4,0,benign
C008108,tcp,ssh,1.8329,4925,1575,SF,5,5,0,benign
C008109,tcp,http,2.7246,1576,15155,SF,4,7,0,benign
C008110,tcp,ssl,7.8611,890,16074,SF,5,9,0,benign
C008111,tcp,ssl,1.8899,8987,16688,SF,11,7,0,benign
C008112,tcp,ssl,2.0717,1431,14067,SF,3,9,0,benign
C008113,udp,dns,5.0749,9370,20670,SF,10,15,0,benign
C008114,tcp,ssl,7.9329,3936,5500,SF,6,10,0,benign
C008115,udp,-,0.0393,0,0,S0,2,0,1,ddos
C008116,tcp,-,0.00283,0,0,S0,1,1,1,portscan
C008117,tcp,-,0.0085,0,0,S0,1,1,1,portscan
C008118,tcp,http,6.3821,8944,16470,SF,16,6,0,benign
C008119,udp,-,0.03399,0,0,S0,2,0,1,ddos
C008120,tcp,http,6.4868,15523,1815,SF,19,3,0,benign
C008121,tcp,http,6.1111,3120,7700,SF,13,10,0,benign
C008122,tcp,ssh,1.3308,638,399,SF,11,7,1,bruteforce
C008123,tcp,-,6e-05,0,0,S0,1,0,1,portscan
C008124,tcp,http,3.8474,5056,1948,SF,8,2,0,benign
C008125,udp,dns,4.0773,3605,8688,SF,7,16,0,benign
C008126,udp,dns,8.3221,4599,3036,SF,7,11,0,benign
C008127,tcp,http,3.9991,3843,15904,SF,7,8,0,benign
C008128,tcp,-,0.00414,0,0,S0,1,0,1,ddos
C008129,tcp,ftp,1.5432,632,306,SF,8,9,1,bruteforce
C008130,tcp,http,1.7602,2706,185625,RSTO,6,75,0,benign
C008131,tcp,ssh,2.6584,336,333,SF,8,9,1,bruteforce
C008132,tcp,-,3.8277,303,2952,SF,3,3,0,benign
C008133,tcp,-,0.00325,0,0,S0,1,1,1,portscan
C008134,tcp,ssl,1.0932,1533,10556,SF,21,7,0,benign
C008135,tcp,http,7.8198,820,18666,SF,5,9,0,benign
C008136,tcp,-,1.3794,846,12288,SF,9,8,0,benign
C008137,tcp,-,0.00833,0,0,S0,1,0,1,portscan
C008138,tcp,http,6.0745,14040,11410,SF,15,14,0,benign
C008139,tcp,ssl,5.8764,6208,18921,SF,16,7,0,benign
C008140,tcp,-,0.00491,0,0,S0,1,0,1,portscan
C008141,tcp,http,8.9182,2716,11074,SF,7,7,0,benign
C008142,tcp,-,1.3862,8593,21672,SF,13,8,0,benign
C008143,tcp,ssl,0.437,10764,15678,SF,18,13,0,benign
C008144,tcp,ssh,3.9596,720,495,SF,10,9,1,bruteforce
C008145,tcp,-,0.00335,0,0,S0,1,1,1,portscan
C008146,tcp,ssl,2.573,924,60552,SF,3,58,0,benign
C008147,tcp,http,2.0175,790,19184,SF,5,11,0,benign
C008148,udp,-,0.0466,0,0,S0,1,0,1,ddos
C008149,tcp,ssl,4.0673,4130,42060,SF,5,20,0,benign
C008150,udp,dns,2.4025,1022,4122,SF,7,9,0,benign
C008151,udp,dns,4.9488,4290,11508,SF,6,6,0,benign
C008152,tcp,http,2.1979,3536,18953,SF,13,11,0,benign
C008153,tcp,-,0.02978,0,0,S0,2,0,1,ddos
C008154,tcp,ssl,0.237,1712,42720,SF,4,15,0,benign
C008155,tcp,http,11.4433,3805,7488,SF,5,8,0,benign
C008156,tcp,ssl,1.4453,4400,6600,S1,10,10,0,benign
C008157,tcp,http,2.2578,324,6945,SF,3,3,0,benign
C008158,tcp,ssh,3.7657,791,1672,SF,7,2,0,benign
C008159,tcp,http,2.5288,2112,44608,SF,8,16,0,benign
C008160,tcp,http,1.5935,6309,45279,SF,9,27,0,benign
C008161,udp,-,0.00315,0,0,S0,2,0,1,ddos
C008162,udp,dns,1.3666,2900,30240,SF,5,14,0,benign
C008163,tcp,-,2.2298,520,9196,SF,8,4,0,benign
C008164,tcp,-,0.00413,0,0,S0,1,1,1,portscan
C008165,tcp,ssl,2.9046,8874,53496,SF,9,24,0,benign
C008166,udp,dns,1.6344,3942,31590,SF,6,18,0,benign
C008167,tcp,-,0.03119,0,0,S0,2,0,1,ddos
C008168,tcp,ssh,2.8252,372,322,SF,6,7,1,bruteforce
C008169,tcp,-,2.7248,2778,18928,SF,6,26,0,benign
C008170,tcp,http,6.797,1593,53739,SF,3,21,0,benign
C008171,tcp,ssh,2.7467,357,288,SF,7,8,1,bruteforce
C008172,tcp,-,0.00673,0,0,S0,1,0,1,portscan
C008173,tcp,ftp,3.7255,711,432,SF,9,9,1,bruteforce
C008174,udp,dns,14.4736,2028,5670,SF,6,7,0,benign
C008175,tcp,-,0.04005,0,0,S0,2,0,1,ddos
C008176,tcp,ssl,2.9034,324,12312,SF,3,18,0,benign
C008177,tcp,ssl,5.0198,2142,4160,SF,6,4,0,benign
C008178,udp,-,0.01496,0,0,S0,1,0,1,ddos
C008179,tcp,ssl,2.7815,1267,20004,SF,7,12,0,benign
C008180,tcp,-,0.02206,0,0,S0,2,0,1,ddos
C008181,tcp,ssh,2.112,792,252,SF,11,6,1,bruteforce
C008182,icmp,-,0.9304,6560,10848,SF,8,6,0,benign
C008183,tcp,-,0.04176,0,0,S0,1,0,1,ddos
C008184,tcp,-,0.00076,0,0,S0,1,0,1,portscan
C008185,tcp,ftp,2.7607,616,260,SF,11,5,1,bruteforce
C008186,tcp,ssl,8.2191,255,1716,SF,3,2,0,benign
C008187,tcp,ftp,3.8006,480,400,SF,10,8,1,bruteforce
C008188,udp,dns,7.3515,1494,31654,SF,18,17,0,benign
C008189,tcp,-,1.4087,2709,50925,REJ,3,35,0,benign
C008190,tcp,http,1.0395,10206,11600,SF,14,8,0,benign
C008191,tcp,ssl,4.7854,7939,19680,SF,17,15,0,benign
